City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,Gusau,12.16,6.66,72.41,21,0,5.26,NG,1607900789
307,Zhangye,38.93,100.45,10.4,77,8,1.45,CN,1607900789
308,Ninghai,29.29,121.42,42.01,86,100,1.99,CN,1607900789
309,Vao,-22.67,167.48,77.05,80,83,24.23,NC,1607900789
310,Jiayuguan City,39.82,98.3,8.31,83,79,0.96,CN,1607900789
311,Manokwari,-0.87,134.08,82.02,73,100,3.15,ID,1607900761
312,Ripiceni,47.95,27.13,34.0,95,90,6.93,RO,1607900789
313,Sucúa,-2.47,-78.17,69.8,88,75,3.36,EC,1607900789
314,Beringovskiy,63.05,179.32,28.8,98,100,22.91,RU,1607900789
315,Lima,-12.04,-77.03,69.8,77,40,19.46,PE,1607900733
316,Coquimbo,-29.95,-71.34,62.6,77,20,12.75,CL,1607900790
317,Maniitsoq,65.42,-52.9,17.28,90,100,4.72,GL,1607900790
318,Adré,13.47,22.2,73.53,19,100,8.77,TD,1607900790
319,Buin,-33.73,-70.75,87.8,15,0,11.41,CL,1607900790
320,Pangkalanbuun,-2.68,111.62,75.42,88,100,1.66,ID,1607900790
321,Channel-Port aux Basques,47.57,-59.14,34.61,89,99,26.4,CA,1607900790
322,Tadine,-21.55,167.88,81.09,73,82,19.04,NC,1607900790
323,Tawao,4.25,117.89,73.4,94,20,1.12,MY,1607900790
324,Kashan,33.98,51.44,41.31,66,19,3.67,IR,1607900790
325,Port Lincoln,-34.73,135.87,77.92,55,1,12.97,AU,1607900791
326,Ixtapa,20.7,-105.2,78.8,69,90,12.75,MX,1607900791
327,Nanortalik,60.14,-45.24,30.85,97,100,11.03,GL,1607900791
328,Liverpool,53.41,-2.98,51.8,87,20,14.99,GB,1607900689
329,Shelburne,44.08,-80.2,32.0,93,99,8.39,CA,1607900791
330,Sayyan,15.17,44.32,38.97,69,0,3.83,YE,1607900494
331,Geraldton,-28.77,114.6,59.0,72,0,4.7,AU,1607900791
332,Heraclea,37.51,34.05,45.88,70,90,1.57,TR,1607900791
333,Yangi Marg`ilon,40.43,71.72,30.2,80,90,2.24,UZ,1607900791
334,Prince Rupert,54.32,-130.32,44.6,52,90,14.99,CA,1607900621
335,Longfeng,46.55,125.12,-5.12,82,0,7.09,CN,1607900792
336,Abadan,38.05,58.21,24.8,92,90,9.17,TM,1607900792
337,Ruteng,-8.61,120.47,67.57,93,100,0.31,ID,1607900792
338,Innisfail,-17.53,146.03,81.1,65,98,2.37,AU,1607900792
339,Hasaki,35.73,140.83,41.0,93,75,5.82,JP,1607900792
340,Tromsø,69.65,18.96,28.0,92,0,19.46,NO,1607900792
341,Seoul,37.57,126.98,17.6,47,1,5.82,KR,1607900540
342,Basco,20.45,121.97,76.26,85,59,19.77,PH,1607900792
343,Goderich,43.75,-81.72,32.0,87,100,6.93,CA,1607900793
344,Drăghiceni,44.13,24.25,43.0,100,75,3.36,RO,1607900793
345,Ugoofaaru,5.67,73.0,82.06,69,88,5.03,MV,1607900793
346,Fort Nelson,58.81,-122.7,-14.8,75,75,2.24,CA,1607900793
347,Broken Hill,-31.95,141.43,82.4,24,40,14.99,AU,1607900793
348,Waipawa,-41.41,175.52,60.01,76,74,13.87,NZ,1607900793
349,Dzan,20.38,-89.47,86.0,58,75,9.17,MX,1607900793
350,Sulangan,11.14,123.72,81.97,80,31,10.49,PH,1607900793
351,Baykit,61.67,96.37,-7.13,87,100,1.95,RU,1607900793
352,Deputatsky,69.3,139.9,-23.91,87,100,2.37,RU,1607900793
353,Severo-Kuril'sk,50.68,156.12,35.42,90,100,45.1,RU,1607900793
354,Husavik,66.04,-17.34,41.0,84,90,9.17,IS,1607900793
355,Limbang,4.75,115.0,77.0,94,75,4.7,MY,1607900793
356,Flinders,-34.58,150.86,73.0,80,83,3.0,AU,1607900690
357,Meulaboh,4.14,96.13,76.68,85,99,4.14,ID,1607900794
358,Chapais,49.78,-74.85,17.6,85,90,8.05,CA,1607900794
359,Pangai,-19.8,-174.35,80.6,83,75,18.34,TO,1607900794
360,West Bay,19.37,-81.42,82.4,78,20,10.29,KY,1607900791
361,Sheridan,44.83,-106.92,19.4,73,1,6.71,US,1607900794
362,Coruripe,-10.13,-36.18,76.66,78,31,8.79,BR,1607900794
363,Tilichiki,60.47,166.1,2.7,96,93,8.41,RU,1607900794
364,Bambanglipuro,-7.95,110.28,75.97,89,100,3.58,ID,1607900605
365,North Platte,41.12,-100.77,37.4,40,1,10.29,US,1607900794
366,Caravelas,-17.71,-39.25,74.21,82,1,6.26,BR,1607900794
367,Kokoda,-8.88,147.74,84.22,57,100,0.78,PG,1607900794
368,Tërny,50.98,33.98,31.59,98,100,10.4,UA,1607900794
369,Bukowno,50.26,19.46,34.0,99,98,2.17,PL,1607900794
370,Rakke,58.98,26.25,19.4,97,48,2.24,EE,1607900795
371,Omboué,-1.57,9.26,77.0,89,100,7.99,GA,1607900795
372,Samarai,-10.62,150.67,83.37,70,98,8.52,PG,1607900795
373,Tiznit Province,29.58,-9.5,58.71,76,1,1.54,MA,1607900795
374,Nortelândia,-14.45,-56.8,76.06,85,88,2.55,BR,1607900795
375,Ubinskoye,55.31,79.68,1.45,94,89,7.09,RU,1607900795
376,Semnan,35.57,53.4,34.14,82,0,0.4,IR,1607900795
377,Morant Bay,17.88,-76.41,84.2,62,20,20.8,JM,1607900735
378,Tricase,39.93,18.36,53.6,81,40,11.41,IT,1607900795
379,Tot'ma,59.97,42.76,16.84,96,91,7.72,RU,1607900795
380,Derzhavīnsk,51.1,66.32,6.19,94,91,7.65,KZ,1607900795
381,Tsaratanana,-16.78,47.65,72.88,72,42,9.62,MG,1607900796
382,Vardø,70.37,31.11,26.6,85,0,10.29,NO,1607900796
383,Iralaya,15.0,-83.23,78.58,85,26,9.33,HN,1607900796
384,Berëzovka,53.72,25.5,31.51,98,100,3.51,BY,1607900796
385,Abhā,18.22,42.51,55.4,40,0,1.99,SA,1607900673
386,Whitehorse,60.72,-135.05,8.6,71,75,2.24,CA,1607900770
387,Kayerkan,69.35,87.76,-13.0,75,88,6.71,RU,1607900796
388,Humaitá,-7.51,-63.02,80.98,74,100,2.84,BR,1607900796
389,Soe,-9.86,124.28,72.03,91,80,1.14,ID,1607900796
390,Manta,-0.95,-80.73,82.4,65,0,10.29,EC,1607900796
391,Pokhara,28.23,83.98,54.63,36,0,4.88,NP,1607900582
392,Imeni Poliny Osipenko,52.42,136.49,2.19,93,100,10.25,RU,1607900796
393,Araouane,18.9,-3.53,66.2,28,0,6.96,ML,1607900796
394,Mayo,38.89,-76.51,55.0,71,1,8.05,US,1607900797
395,Kholmogory,64.22,41.66,21.2,92,90,4.47,RU,1607900797
396,Plettenberg Bay,-34.05,23.37,65.82,86,0,8.34,ZA,1607900797
397,Hillsborough,37.57,-122.38,59.0,100,90,4.7,US,1607900797
398,Chambas,22.19,-78.91,78.8,83,40,10.29,CU,1607900797
399,Sungai Penuh,-2.08,101.38,62.98,84,100,1.59,ID,1607900798
400,Bonavista,48.65,-53.11,28.99,100,100,3.36,CA,1607900778
401,Alihe,50.57,123.72,-11.85,81,2,4.7,CN,1607900798
402,Breves,-1.68,-50.48,76.35,89,65,3.85,BR,1607900798
403,Comodoro Rivadavia,-45.87,-67.5,66.2,29,100,31.09,AR,1607900747
404,Kokkola,63.84,23.13,27.0,85,75,6.93,FI,1607900798
405,Belyy Yar,53.6,91.39,21.2,62,0,13.42,RU,1607900798
406,Rochester,43.15,-77.62,37.0,69,90,10.29,US,1607900418
407,Gmina Lwówek Śląski,51.11,15.59,41.0,87,97,4.52,PL,1607900798
408,Puerto del Rosario,28.5,-13.86,68.0,68,75,4.7,ES,1607900799
409,Debre Birhan,9.68,39.53,43.83,66,23,4.54,ET,1607900799
410,Souillac,-20.52,57.52,75.2,88,75,14.99,MU,1607900799
411,Oktyabr'skiy,54.48,53.47,6.12,91,87,4.34,RU,1607900799
412,Port Augusta,-32.5,137.77,86.0,27,75,11.41,AU,1607900800
413,Nelson Bay,-32.72,152.15,73.0,73,75,11.41,AU,1607900800
414,Henties Bay,-22.12,14.28,62.01,91,33,2.86,NA,1607900800
415,Dingle,11.0,122.67,77.13,90,59,6.29,PH,1607900763
416,Ust'-Omchug,61.15,149.63,-25.29,81,92,6.8,RU,1607900800
417,Charters Towers,-20.1,146.27,79.47,58,99,3.83,AU,1607900800
418,Saint-François,46.42,3.91,43.0,93,0,2.24,FR,1607900800
419,Mount Isa,-20.73,139.5,84.2,51,100,11.41,AU,1607900800
420,Sémbé,1.65,14.58,71.87,90,29,2.39,CG,1607900800
421,Nokaneng,-19.67,22.27,75.43,65,50,8.55,BW,1607900800
422,Salalah,17.02,54.09,71.6,30,0,8.05,OM,1607900800
423,Pacifica,37.61,-122.49,57.99,100,90,4.7,US,1607900800
424,Shingū,33.73,135.98,47.17,70,63,9.71,JP,1607900800
425,Nabire,-3.37,135.48,81.05,80,98,2.77,ID,1607900801
426,Shirokiy,49.76,129.52,-19.68,86,0,9.17,RU,1607900801
427,Bay City,43.59,-83.89,32.0,94,90,5.82,US,1607900801
428,Isangel,-19.55,169.27,86.0,74,75,11.41,VU,1607900801
429,Kadoma,34.73,135.58,50.0,70,75,10.29,JP,1607900730
430,Stokmarknes,68.56,14.91,36.0,79,57,4.83,NO,1607900801
431,Lusambo,-4.97,23.45,67.3,95,86,1.54,CD,1607900801
432,Dubbo,-32.25,148.62,77.0,44,61,19.46,AU,1607900535
433,Jinchang,38.5,102.17,11.43,81,0,1.74,CN,1607900801
434,Klaksvík,62.23,-6.59,46.4,75,100,31.09,FO,1607900801
435,Portland,45.52,-122.68,43.0,81,90,9.17,US,1607900511
436,Marzuq,14.4,46.47,49.59,49,0,2.59,YE,1607900740
437,Mandalī,33.75,45.55,58.51,46,27,5.46,IQ,1607900801
438,Arlit,18.74,7.39,73.35,15,0,7.61,NE,1607900801
439,Mapiripán,2.89,-72.13,77.54,78,82,4.56,CO,1607900801
440,Lexington,37.99,-84.48,44.01,75,90,4.7,US,1607900691
441,Nikol'sk,53.72,46.07,8.35,94,5,7.63,RU,1607900802
442,Sitka,57.05,-135.33,44.6,45,75,21.92,US,1607900614
443,Ancud,-41.87,-73.82,53.01,81,90,14.99,CL,1607900802
444,Salinas,36.68,-121.66,59.0,87,90,9.17,US,1607900753
445,Jining,35.41,116.58,21.09,65,3,3.87,CN,1607900802
446,Kotka,60.47,26.95,28.0,92,90,2.24,FI,1607900802
447,Durban,-29.86,31.03,73.4,83,90,2.24,ZA,1607900802
448,Ayan,56.45,138.17,-10.93,92,100,25.39,RU,1607900802
449,Fairbanks,64.84,-147.72,6.8,77,75,8.05,US,1607900518
450,Palembang,-2.92,104.75,77.0,94,40,2.66,ID,1607900802
451,Puno,-15.83,-70.03,55.13,50,39,3.83,PE,1607900802
452,Chapada dos Guimarães,-15.46,-55.75,86.0,55,20,9.17,BR,1607900802
453,Grindavik,63.84,-22.43,42.8,74,0,20.8,IS,1607900803
454,Saldanha,-33.01,17.94,57.2,76,71,2.24,ZA,1607900803
455,Rouvroy,50.39,2.9,46.99,93,90,16.11,FR,1607900803
456,Kavaratti,10.57,72.64,81.41,68,2,2.17,IN,1607900803
457,Chu,43.6,73.76,7.97,93,0,2.68,KZ,1607900803
458,Boali,4.8,18.13,77.0,83,48,2.24,CF,1607900803
459,The Valley,18.22,-63.06,79.0,83,20,5.82,AI,1607900803
460,Fortuna,40.6,-124.16,53.01,90,99,1.99,US,1607900531
461,Poum,-20.23,164.02,81.3,80,56,25.88,NC,1607900803
462,Necochea,-38.55,-58.74,62.01,69,0,6.13,AR,1607900803
463,Pińczów,50.52,20.53,35.01,96,100,2.33,PL,1607900803
464,Lauria,40.05,15.84,43.39,82,8,7.72,IT,1607900803
465,Niltepec,16.57,-94.62,82.31,55,0,6.04,MX,1607900803
466,Greenfield,42.96,-88.01,28.99,73,90,9.17,US,1607900698
467,Santana do Acaraú,-3.46,-40.21,81.1,64,75,6.64,BR,1607900803
468,Touros,-5.2,-35.46,78.8,83,20,9.17,BR,1607900803
469,Manzhouli,49.6,117.43,-14.04,84,0,8.08,CN,1607900803
470,Sapulpa,36.0,-96.11,35.6,98,90,8.05,US,1607900804
471,Kodīnar,20.79,70.7,68.34,45,20,13.62,IN,1607900804
472,Angoche,-16.23,39.91,80.11,77,86,10.56,MZ,1607900804
473,Halifax,44.65,-63.57,50.0,100,87,10.29,CA,1607900804
474,Yanliang,34.66,109.23,32.0,79,0,8.95,CN,1607900804
475,Seymchan,62.88,152.43,-22.07,85,100,1.86,RU,1607900804
476,Port Hardy,50.7,-127.42,44.6,81,75,16.11,CA,1607900604
477,Garden City,42.33,-83.33,39.2,64,90,8.05,US,1607900801
478,Paka,4.64,103.44,75.2,94,100,1.12,MY,1607900804
479,Zyryanka,65.75,150.85,-24.21,86,100,8.16,RU,1607900804
480,Pervomayskoye,43.92,46.71,47.03,71,97,22.75,RU,1607900804
481,Agüimes,27.91,-15.45,64.4,68,20,6.93,ES,1607900804
482,Santa Marta,11.24,-74.2,84.99,68,7,13.0,CO,1607900805
483,Gawler,-34.6,138.73,88.0,27,43,11.99,AU,1607900776
484,Buraidah,26.33,43.98,53.6,87,0,4.7,SA,1607900613
485,Vihti,60.42,24.32,28.99,96,94,4.0,FI,1607900805
486,Kattivākkam,13.22,80.32,73.4,94,20,2.95,IN,1607900805
487,Bull Savanna,17.89,-77.59,75.58,84,9,8.05,JM,1607900805
488,Fare,-16.7,-151.02,80.83,72,2,11.1,PF,1607900805
489,St. George's,12.06,-61.75,80.6,88,20,5.82,GD,1607900805
490,Novoagansk,61.94,76.66,9.79,96,100,9.08,RU,1607900797
491,Kurume,33.32,130.52,44.01,32,96,3.0,JP,1607900780
492,Kloulklubed,7.04,134.26,82.4,78,75,11.41,PW,1607900805
493,Zemio,5.03,25.14,69.93,81,49,2.53,CF,1607900805
494,Tessalit,20.2,1.01,66.13,27,0,8.81,ML,1607900805
495,Linhares,-19.39,-40.07,70.63,86,10,3.6,BR,1607900798
496,Shache,38.42,77.24,24.13,98,94,5.55,CN,1607900805
497,Kisiwani,-4.13,37.95,69.01,87,4,2.42,TZ,1607900806
498,Carmo do Paranaíba,-19.0,-46.32,72.0,100,58,4.41,BR,1607900806
499,San Juan,-31.54,-68.54,79.48,22,0,4.34,AR,1607900806
500,Sala Consilina,40.39,15.6,48.99,89,48,1.01,IT,1607900806
501,Atar,20.52,-13.05,65.44,24,39,6.46,MR,1607900806
502,Sozimskiy,59.74,52.25,11.59,95,37,7.0,RU,1607900806
503,Viadana,44.93,10.53,44.01,82,0,1.1,IT,1607900806
504,Kapoeta,4.77,33.59,80.35,30,10,7.31,SS,1607900806
505,Birin,26.89,88.07,44.83,91,4,3.8,NP,1607900806
506,San Fernando,15.03,120.69,75.2,88,75,2.24,PH,1607900507
507,Mindelo,16.89,-24.98,73.4,64,20,18.34,CV,1607900806
508,São Félix do Xingu,-6.64,-51.99,77.59,75,91,2.24,BR,1607900806
509,Ketchikan,55.34,-131.65,42.8,56,90,13.87,US,1607900767
510,Karanganyar,-6.71,111.08,75.16,91,100,3.24,ID,1607900806
511,Denia,38.84,0.11,59.0,66,99,3.04,ES,1607900806
512,Kalmunai,7.42,81.82,74.53,83,99,8.32,LK,1607900806
513,Galesong,-5.32,119.37,75.2,100,75,5.82,ID,1607900807
514,Paoua,7.24,16.44,73.94,27,14,3.42,CF,1607900807
515,Xifeng,42.74,124.72,0.91,79,0,10.71,CN,1607900807
516,Bilma,18.69,12.92,71.17,22,0,11.5,NE,1607900807
517,Sangar,63.92,127.47,-47.02,77,76,3.65,RU,1607900807
518,Anito,12.45,125.29,80.4,84,100,7.0,PH,1607900807
519,Gigmoto,13.78,124.39,80.73,83,99,9.46,PH,1607900807
520,Harrismith,-28.27,29.13,62.1,71,95,3.31,ZA,1607900807
521,Acopiara,-6.1,-39.45,88.5,30,86,4.25,BR,1607900807
522,Itarema,-2.92,-39.92,81.12,75,50,14.83,BR,1607900807
523,Chenghai,23.46,116.77,66.2,77,40,6.71,CN,1607900807
524,Wasco,35.59,-119.34,64.4,54,90,3.36,US,1607900807
525,Codrington,-38.27,141.97,79.18,40,20,14.94,AU,1607900807
526,Mareeba,-17.0,145.43,82.99,69,90,1.12,AU,1607900807
527,Gulābpura,25.9,74.67,53.49,49,0,7.05,IN,1607900808
528,Naregal,15.58,75.82,64.9,69,0,7.25,IN,1607900808
529,Punta Cardon,11.66,-70.22,80.89,78,16,24.63,VE,1607900808
530,Rondonópolis,-16.47,-54.64,78.8,72,99,5.21,BR,1607900808
531,Lahat,-3.8,103.53,71.55,84,100,0.98,ID,1607900808
532,Santa Vitória do Palmar,-33.52,-53.37,66.7,69,100,11.43,BR,1607900808
533,Ostrovnoy,68.05,39.51,24.3,97,93,5.28,RU,1607900808
534,Karakol,42.49,78.39,16.59,80,32,4.54,KG,1607900808
535,Shakawe,-18.37,21.85,70.25,80,99,6.2,BW,1607900808
536,Huarmey,-10.07,-78.15,69.96,76,70,8.63,PE,1607900808
537,Assiut,27.18,31.18,68.0,28,0,17.22,EG,1607900808
538,Steinbach am Taunus,50.17,8.57,39.2,93,20,2.24,DE,1607900808
539,Los Llanos de Aridane,28.66,-17.92,64.4,82,0,7.81,ES,1607900808
540,Honiara,-9.43,159.95,87.8,70,40,2.24,SB,1607900808
541,Beaufort,5.35,115.75,77.0,94,20,3.06,MY,1607900775
542,Nogliki,51.83,143.17,3.85,91,99,11.86,RU,1607900809
543,Vostok,46.49,135.88,-13.7,91,96,4.5,RU,1607900809
544,Amahai,-3.33,128.92,84.99,84,97,1.01,ID,1607900809
545,Juneau,58.3,-134.42,30.99,86,40,10.29,US,1607900643
546,Krasnosel'kup,65.7,82.47,7.25,95,100,11.05,RU,1607900809
547,Lebyazh'ye,55.27,66.49,8.94,94,34,10.45,RU,1607900809
548,Acapulco de Juárez,16.86,-99.89,86.0,70,20,3.36,MX,1607900612
549,Kalmar,56.66,16.36,35.6,100,90,3.36,SE,1607900809
550,Alta Floresta,-9.88,-56.09,75.58,83,100,3.53,BR,1607900809
551,Keti Bandar,24.14,67.45,61.65,35,0,9.44,PK,1607900809
552,Visby,57.64,18.3,35.6,93,100,5.82,SE,1607900809
553,Plaster Rock,46.91,-67.39,33.8,86,90,3.36,CA,1607900810
554,Harar,9.31,42.13,53.49,54,21,5.12,ET,1607900810
555,Saint-Joseph,-21.37,55.62,73.4,88,90,16.11,RE,1607900770
556,Champerico,14.3,-91.92,87.8,55,40,9.17,GT,1607900810
557,Antalaha,-14.9,50.28,73.35,81,41,8.41,MG,1607900810
558,Luleå,65.58,22.15,28.4,100,98,4.7,SE,1607900810
559,Engel's,51.5,46.12,7.0,71,53,1.99,RU,1607900810
560,Upata,8.01,-62.4,71.33,91,100,5.5,VE,1607900706
561,Sampit,-2.53,112.95,75.06,91,100,0.56,ID,1607900810
562,Velikiy Ustyug,60.76,46.31,14.65,94,21,5.93,RU,1607900780
563,Luebo,-5.35,21.42,67.01,96,61,1.16,CD,1607900810
564,Tamandaré,-8.76,-35.1,78.26,78,51,9.31,BR,1607900810
565,Vanimo,-2.67,141.3,81.77,80,99,4.36,PG,1607900810
566,Cockburn Town,21.46,-71.14,78.8,74,40,9.17,TC,1607900810
567,Mamakan,57.82,114.0,-29.13,77,87,1.39,RU,1607900810
568,Khovd,48.01,91.64,-3.62,82,55,1.21,MN,1607900810
569,Beruwala,6.48,79.98,73.24,91,73,7.0,LK,1607900811
570,Nushki,29.55,66.02,42.08,64,0,5.17,PK,1607900809
571,São Miguel do Araguaia,-13.28,-50.16,80.06,68,63,3.87,BR,1607900811
572,Strathroy,42.96,-81.62,30.99,80,98,3.0,CA,1607900811
573,Aranos,-24.13,19.12,74.53,19,0,10.94,NA,1607900811
574,Slonim,53.09,25.32,31.77,98,100,3.18,BY,1607900811
575,Damaturu,11.75,11.96,75.02,19,0,7.49,NG,1607900811
576,Arujá,-23.4,-46.32,75.2,78,75,5.82,BR,1607900699
577,Camargo,27.67,-105.17,57.97,33,0,18.86,MX,1607900811
578,Burgeo,47.62,-57.62,33.12,93,99,26.02,CA,1607900811
579,Maceió,-9.67,-35.74,78.8,78,40,6.93,BR,1607900811
580,Nāthdwāra,24.93,73.82,53.51,61,1,5.59,IN,1607900811
581,Opuwo,-18.06,13.84,62.78,45,0,3.22,NA,1607900811
582,Mae Chan,20.15,99.85,60.01,100,0,2.24,TH,1607900811
583,Krasnyy Chikoy,50.36,108.75,-14.78,83,92,2.8,RU,1607900812
584,Lawrenceburg,38.04,-84.9,44.6,70,90,2.26,US,1607900812
585,Staraya Poltavka,50.48,46.48,13.8,96,14,9.17,RU,1607900812
586,Luanda,-8.84,13.23,75.2,78,20,4.7,AO,1607900641
587,Vyazemskiy,47.54,134.75,-4.11,82,58,10.33,RU,1607900812
588,Caorle,45.6,12.88,37.4,93,0,3.36,IT,1607900812
589,Half Moon Bay,37.46,-122.43,59.0,100,90,4.7,US,1607900812
590,Si Chiang Mai,17.96,102.59,67.08,74,81,2.28,TH,1607900812
591,Gallup,35.53,-108.74,32.0,54,1,5.82,US,1607900812
592,Tangi,34.3,71.65,48.2,87,75,4.7,PK,1607900812
593,Grand Gaube,-20.01,57.66,73.99,84,26,3.0,MU,1607900812
594,San Ramon,37.78,-121.98,57.99,93,90,9.17,US,1607900638
595,Hīt,33.64,42.83,57.27,53,59,4.97,IQ,1607900812
596,Sola,-13.88,167.55,78.8,100,75,13.24,VU,1607900813
597,Bahía Honda,22.9,-83.16,74.79,80,6,6.35,CU,1607900813
598,Vacha,55.8,42.77,13.91,95,59,7.81,RU,1607900813
599,Luba,3.46,8.55,78.8,100,20,4.7,GQ,1607900811
600,Santa Rosalía,27.32,-112.28,63.68,35,0,16.35,MX,1607900813
601,Enid,36.4,-97.88,32.0,97,90,19.46,US,1607900776
602,Hay River,60.82,-115.8,-16.6,75,21,2.24,CA,1607900813
603,Verkhniye Sergi,56.65,59.56,5.09,94,97,10.0,RU,1607900813
604,Bulgan,48.81,103.53,-5.4,81,16,2.33,MN,1607900813
605,Kumta,14.42,74.4,74.14,59,0,5.84,IN,1607900813
606,Świdnik,51.22,22.7,32.0,96,90,3.36,PL,1607900813
607,Kang,-23.68,22.79,76.6,42,5,6.2,BW,1607900813
608,Skellefteå,64.75,20.95,32.0,98,91,3.36,SE,1607900813
609,Villa Carlos Paz,-31.42,-64.5,77.0,17,0,13.87,AR,1607900814
610,Kirakira,-10.45,161.92,85.91,62,62,3.06,SB,1607900814
611,Nanchang,28.68,115.88,38.25,90,100,15.93,CN,1607900704
612,Talcahuano,-36.72,-73.12,64.4,55,0,19.46,CL,1607900814
